precip_mm,temp_max_c,temp_min_c,temp_mean_c,et0_mm,wind_max_ms,rh_pct,radiation_mj,date
25.8,30.993548387096773,22.845161290322583,26.370967741935484,130.48,4.444516129032258,65.83870967741936,499.66,2011-12-01
83.5,31.480645161290322,23.383870967741935,26.84193548387097,115.28,3.5303225806451612,72.54838709677419,474.25,2012-01-01
77.9,31.26206896551724,23.344827586206897,27.020689655172415,125.13,3.0358620689655176,75.51724137931035,568.87,2012-02-01
67.0,34.42903225806452,24.938709677419357,29.051612903225806,156.88,3.582258064516129,69.0,652.37,2012-03-01
116.1,33.21333333333333,25.083333333333332,28.413333333333334,145.65,3.753333333333333,76.7,640.37,2012-04-01
240.1,31.251612903225805,25.258064516129032,27.4741935483871,121.87,4.538387096774193,84.6774193548387,569.7,2012-05-01
158.4,30.833333333333332,25.176666666666666,27.416666666666668,121.6,5.049333333333333,82.53333333333333,547.56,2012-06-01
177.1,30.812903225806455,24.88064516129032,27.10967741935484,121.33,4.870967741935484,82.96774193548387,547.75,2012-07-01
147.2,31.870967741935484,25.03548387096774,27.638709677419353,133.33,5.208709677419355,79.16129032258064,560.32,2012-08-01
352.2,30.146666666666665,24.253333333333334,26.233333333333334,91.2,4.022,87.43333333333334,424.02,2012-09-01
169.0,30.96451612903226,24.203225806451613,26.948387096774194,110.99,2.57,84.09677419354838,524.24,2012-10-01
138.2,30.803333333333335,24.113333333333333,26.773333333333333,101.92,3.1366666666666663,83.9,476.92,2012-11-01
20.0,31.580645161290324,23.690322580645162,27.393548387096775,122.53999999999999,2.855161290322581,74.80645161290323,547.42,2012-12-01
39.0,30.61935483870968,22.490322580645163,26.177419354838708,120.72,3.2841935483870968,72.54838709677419,531.09,2013-01-01
20.8,33.55714285714286,23.692857142857143,28.37142857142857,139.27,3.9664285714285716,63.142857142857146,557.59,2013-02-01
11.6,35.38387096774194,25.654838709677417,30.08709677419355,171.48,3.3499999999999996,62.064516129032256,683.09,2013-03-01
143.8,33.376666666666665,25.603333333333335,28.61,138.2,3.4410000000000003,79.0,607.89,2013-04-01
215.0,32.041935483870965,25.654838709677417,28.080645161290324,130.91,3.6861290322580644,83.90322580645162,612.72,2013-05-01
234.9,30.493333333333332,25.166666666666668,27.163333333333334,106.78,4.046,86.63333333333334,504.81,2013-06-01
271.6,30.177419354838708,24.516129032258064,26.570967741935487,105.57000000000001,4.22,85.54838709677419,487.09,2013-07-01
188.3,30.86774193548387,24.77741935483871,26.993548387096773,120.2,4.742580645161291,82.93548387096774,541.32,2013-08-01
239.6,30.573333333333334,24.673333333333336,26.796666666666667,101.1,4.105,84.73333333333333,457.23,2013-09-01
256.3,30.56451612903226,23.906451612903226,26.438709677419357,107.09,2.994193548387097,85.70967741935483,509.57,2013-10-01
133.0,30.55,23.503333333333334,26.506666666666668,105.24,3.3486666666666665,81.66666666666667,482.92,2013-11-01
21.299999999999997,29.74516129032258,21.638709677419353,25.17096774193548,129.78,4.043548387096774,68.09677419354838,552.4,2013-12-01
1.8,30.26451612903226,20.751612903225805,25.296774193548387,137.8,3.2996774193548384,62.54838709677419,598.61,2014-01-01
0.7999999999999999,31.82857142857143,21.72142857142857,26.603571428571428,133.46,3.608214285714286,67.10714285714286,570.9,2014-02-01
7.6,35.03225806451613,24.548387096774192,29.309677419354838,179.53,3.858709677419355,60.74193548387097,695.36,2014-03-01
112.6,33.553333333333335,25.336666666666666,28.763333333333332,142.79,2.6926666666666668,76.1,636.14,2014-04-01
89.5,34.15806451612904,26.05483870967742,29.258064516129032,151.96,3.7358064516129033,77.51612903225806,667.87,2014-05-01
233.6,31.14,25.706666666666667,27.69,108.69,4.647666666666667,84.6,493.95,2014-06-01
259.9,30.51290322580645,25.061290322580643,27.10967741935484,107.69,4.854516129032258,84.06451612903226,481.98,2014-07-01
235.8,31.190322580645162,24.774193548387096,27.219354838709677,123.64,4.2706451612903225,83.06451612903226,563.9,2014-08-01
225.0,30.973333333333336,24.566666666666666,26.98,112.5,4.136666666666667,83.8,518.51,2014-09-01
278.5,30.893548387096775,24.14516129032258,26.700000000000003,107.83,2.6490322580645165,85.38709677419355,512.4,2014-10-01
85.4,31.103333333333335,24.14333333333333,27.153333333333332,111.08,3.0073333333333334,81.3,510.3,2014-11-01
56.1,30.016129032258064,23.306451612903224,26.138709677419353,118.50999999999999,4.038387096774193,74.16129032258064,492.26,2014-12-01
6.8,30.87741935483871,21.429032258064513,25.9,131.52,3.124516129032258,67.41935483870968,587.4,2015-01-01
